# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715893.18406 -0.000618 0.002475 -0.000611 0.825346 -0.032048 0.561881 0.045467 0.0014830439 0.0000000002 0.0000000001 0.0014830446 0.0000000004 0.0014830441 0.0074467973 0.0000000014 0.0000013608 0.0074467918 -0.0000059335 0.0015418789
1403715893.23406 -0.000514 0.002690 -0.001026 0.825029 -0.032057 0.562349 0.045423 0.0015550442 0.0000000003 0.0000000002 0.0015550459 0.0000000008 0.0015550445 0.0094857904 0.0000000013 0.0000012037 0.0094857836 -0.0000074286 0.0016326983
1403715893.28406 0.000002 0.003072 -0.001261 0.824908 -0.032017 0.562547 0.045185 0.0016320446 0.0000000005 0.0000000002 0.0016320474 0.0000000012 0.0016320450 0.0119966242 -0.0000000000 -0.0000005784 0.0119966146 -0.0000097741 0.0017327095
1403715893.33406 0.000498 0.003507 -0.001440 0.824347 -0.032121 0.563377 0.045015 0.0017140439 0.0000000008 0.0000000003 0.0017140485 0.0000000018 0.0017140445 0.0150530317 -0.0000000017 -0.0000028141 0.0150530192 -0.0000127704 0.0018424921
1403715893.38406 0.003442 -0.009323 -0.008201 0.826816 -0.035193 0.559863 0.041101 0.0017799978 0.0000689838 -0.0000419011 0.0012062603 -0.0004124446 0.0007054133 0.0132546870 -0.0067737546 0.0001087932 0.0098386402 -0.0000936669 0.0018679841
1403715893.43406 0.005749 -0.011173 -0.007926 0.826257 -0.035465 0.560717 0.040480 0.0018698739 0.0000768575 -0.0000473948 0.0012482206 -0.0004101983 0.0007506618 0.0161620972 -0.0084466342 0.0000962048 0.0119286810 -0.0000745916 0.0019802036
1403715893.48406 0.004458 -0.001227 0.001669 0.819094 -0.033391 0.571118 0.042361 0.0014351851 0.0000732456 -0.0002640509 0.0001157705 0.0000127441 0.0001858818 0.0014444360 0.0001519055 -0.0001317418 0.0026400669 -0.0000877309 0.0018809888
1403715893.53406 0.005314 -0.000526 0.005778 0.813808 -0.033301 0.578819 0.039686 0.0015029032 0.0000824914 -0.0002226269 0.0001296299 0.0000176984 0.0001744539 0.0014914829 0.0002047192 -0.0001161239 0.0029871360 -0.0001034878 0.0019894393
1403715893.58406 -0.009036 -0.002154 0.014872 0.808279 -0.031771 0.586816 0.036384 0.0011277867 0.0000632079 -0.0002478905 0.0001153994 0.0000214745 0.0001459270 0.0012921193 0.0000773641 -0.0000998793 0.0017032716 -0.0000073434 0.0019000998
1403715893.63406 -0.007883 0.004261 0.021533 0.804148 -0.033665 0.592451 0.034850 0.0010749342 0.0000329372 -0.0002518095 0.0001093722 0.0000168786 0.0001256836 0.0012478262 0.0000153536 -0.0000642132 0.0016611597 -0.0000178892 0.0019526241
1403715893.68406 -0.006438 -0.004206 0.002433 0.800297 -0.033821 0.597959 0.028749 0.0010322377 0.0000381080 -0.0002610456 0.0001095209 0.0000194519 0.0001199915 0.0012484759 0.0000113156 -0.0000167282 0.0015257220 0.0000581665 0.0019077602
1403715893.73406 -0.007258 0.001211 0.009590 0.799849 -0.034925 0.598533 0.027929 0.0010323883 0.0000224357 -0.0002603463 0.0001132372 0.0000206852 0.0001118285 0.0012459320 -0.0000041036 0.0000089223 0.0015360410 0.0000557638 0.0019685690
1403715893.78406 -0.004382 0.005762 0.047399 0.801935 -0.035838 0.595561 0.030383 0.0009341992 0.0000012290 -0.0002703966 0.0000205149 -0.0000002555 0.0000923278 0.0011359283 -0.0000109502 0.0000153304 0.0011606991 -0.0000084776 0.0011519919
1403715893.83406 -0.006904 0.009788 0.054323 0.804477 -0.034779 0.592097 0.032067 0.0009272436 0.0000087666 -0.0002825044 0.0000212903 -0.0000024287 0.0001003712 0.0011293190 -0.0000098726 0.0000214339 0.0011676305 -0.0000095068 0.0011588800
1403715893.88406 -0.010123 0.012227 0.064059 0.808516 -0.035179 0.586550 0.032003 0.0009208313 0.0000087467 -0.0002930668 0.0000214921 -0.0000026369 0.0001076702 0.0011232247 -0.0000098098 0.0000285965 0.0011727118 -0.0000070753 0.0011610037
1403715893.93406 -0.013067 0.016216 0.071122 0.810616 -0.035763 0.583612 0.031946 0.0009164076 0.0000087941 -0.0003001397 0.0000205174 -0.0000024900 0.0001127785 0.0011152466 -0.0000092410 0.0000380834 0.0011780223 -0.0000060576 0.0011600737
1403715893.98406 -0.017152 0.021142 0.079449 0.814129 -0.036289 0.578660 0.032093 0.0009105446 0.0000091532 -0.0003094761 0.0000212726 -0.0000025766 0.0001199341 0.0011112890 -0.0000079942 0.0000451617 0.0011875657 -0.0000070993 0.0011672767
1403715894.03406 -0.021454 0.024530 0.086501 0.818056 -0.036819 0.573083 0.031702 0.0008999622 0.0000097999 -0.0003218034 0.0000174701 -0.0000031138 0.0001286393 0.0011047406 -0.0000065648 0.0000557871 0.0011879707 0.0000011795 0.0011446356
1403715894.08406 -0.028880 0.033456 0.090693 0.822861 -0.037626 0.566072 0.032360 0.0008906183 0.0000112473 -0.0003335123 0.0000171792 -0.0000040186 0.0001383575 0.0011013477 -0.0000047706 0.0000614076 0.0011940945 0.0000024793 0.0011437703
1403715894.13406 -0.032472 0.045952 0.095028 0.824385 -0.037015 0.563636 0.036522 0.0008809212 0.0000185583 -0.0003373761 0.0000152323 -0.0000065830 0.0001422044 0.0010978934 0.0000031790 0.0000609142 0.0011570014 0.0000158648 0.0011217347
1403715894.18406 -0.036486 0.043992 0.098096 0.822109 -0.032939 0.566818 0.042059 0.0008830219 0.0000313478 -0.0003314841 0.0000148113 -0.0000113445 0.0001372018 0.0010947611 0.0000076536 0.0000606087 0.0011365799 0.0000137337 0.0011117269
1403715894.23406 -0.043602 0.044255 0.102847 0.818702 -0.029416 0.571562 0.046676 0.0008896983 0.0000420970 -0.0003208987 0.0000151533 -0.0000149352 0.0001282972 0.0010898369 0.0000118991 0.0000586803 0.0011215349 0.0000134320 0.0011045202
1403715894.28406 -0.047485 0.046176 0.114567 0.815530 -0.024914 0.575780 0.052614 0.0008954454 0.0000546194 -0.0003105815 0.0000162614 -0.0000187618 0.0001201362 0.0010872097 0.0000122340 0.0000580871 0.0011102395 0.0000082334 0.0011015766
1403715894.33406 -0.050639 0.059407 0.127836 0.813690 -0.021848 0.577962 0.058229 0.0008981532 0.0000659690 -0.0003048946 0.0000178850 -0.0000222596 0.0001158541 0.0010874138 0.0000157618 0.0000599101 0.0011092752 0.0000112147 0.0011018441
