# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638538.87783 -0.070666 0.030516 0.041503 0.827752 -0.013619 0.560492 0.022121 0.0014830436 0.0000000010 -0.0000000004 0.0014830438 -0.0000000003 0.0014830428 0.0076602842 0.0000022633 0.0001787536 0.0076645272 -0.0000774594 0.0015480774
1403638538.92783 -0.079892 0.035031 0.049092 0.825593 -0.012945 0.563671 0.022428 0.0015550413 0.0000000026 -0.0000000006 0.0015550443 -0.0000000008 0.0015550398 0.0097808878 0.0000029545 0.0002337346 0.0097862932 -0.0001029872 0.0016407010
1403638538.97783 -0.089712 0.040161 0.057744 0.822879 -0.012735 0.567635 0.022339 0.0016320301 0.0000000057 -0.0000000009 0.0016320447 -0.0000000021 0.0016320279 0.0123967645 0.0000038314 0.0003010337 0.0124035390 -0.0001357186 0.0017429304
1403638539.02783 -0.100421 0.045512 0.066717 0.820874 -0.013434 0.570485 0.023057 0.0017140028 0.0000000099 -0.0000000011 0.0017140452 -0.0000000030 0.0017139999 0.0155807882 0.0000048983 0.0003837420 0.0155892748 -0.0001753600 0.0018554431
1403638539.07783 0.073870 -0.016934 -0.035112 0.827643 0.004606 0.561195 0.006770 0.0013409378 0.0000010654 -0.0003431057 0.0002125797 -0.0000248251 0.0002913155 0.0013204511 0.0000401923 -0.0000953945 0.0012638707 -0.0000092601 0.0011894217
1403638539.12783 0.078772 -0.014859 -0.030097 0.824414 0.009031 0.565908 0.003006 0.0012919579 0.0000190291 -0.0003266061 0.0002067873 -0.0000416647 0.0002606008 0.0011893765 0.0000019924 -0.0000514611 0.0011770951 0.0000073399 0.0011412953
1403638539.17783 0.086477 -0.012913 -0.022654 0.821135 0.009387 0.570611 0.007241 0.0011536887 -0.0000201283 -0.0003318749 0.0001002759 -0.0000271249 0.0001867791 0.0011677145 -0.0000019280 -0.0000319690 0.0011544001 0.0000092102 0.0011159822
1403638539.22783 0.089530 0.001632 -0.010751 0.819925 0.003003 0.572359 0.010905 0.0010198627 0.0000191020 -0.0003420764 0.0000531447 -0.0000160895 0.0001643776 0.0011520862 0.0000010354 -0.0000248685 0.0011419777 0.0000080580 0.0011024762
1403638539.27783 0.090301 0.011749 0.006916 0.820457 0.000212 0.571599 0.011220 0.0010045234 0.0000245166 -0.0003470569 0.0000430574 -0.0000091840 0.0001568299 0.0011387312 0.0000011927 -0.0000176784 0.0011357014 0.0000050764 0.0010959538
1403638539.32783 0.100143 0.014222 0.021011 0.820702 0.001337 0.571258 0.010518 0.0010074109 0.0000258629 -0.0003583797 0.0000409694 -0.0000044505 0.0001629278 0.0011336583 -0.0000010950 -0.0000143948 0.0011375286 0.0000056286 0.0010961177
1403638539.37783 0.109138 0.016653 0.037607 0.822115 0.002831 0.569216 0.010578 0.0010143385 0.0000291342 -0.0003648225 0.0000391418 -0.0000019657 0.0001649769 0.0011258079 -0.0000051593 -0.0000093188 0.0011392581 0.0000062958 0.0010940783
1403638539.42783 0.117759 0.016784 0.054523 0.824854 0.006293 0.565254 0.007968 0.0009735766 0.0000241183 -0.0003756963 0.0000307256 -0.0000053196 0.0001694628 0.0011204301 -0.0000041869 -0.0000040409 0.0011346314 0.0000053581 0.0010873380
1403638539.47783 0.127235 0.044192 0.071214 0.825635 -0.012932 0.563727 0.019267 0.0008782153 0.0000190043 -0.0003388885 0.0000202238 -0.0000086872 0.0001507378 0.0011091966 -0.0000146823 -0.0000176804 0.0011007387 -0.0000135454 0.0010453386
1403638539.52783 0.140505 0.046633 0.092427 0.826643 -0.012032 0.562280 0.018890 0.0008780467 0.0000169433 -0.0003401916 0.0000190037 -0.0000070672 0.0001512642 0.0011065711 -0.0000228125 -0.0000159310 0.0011026828 -0.0000131705 0.0010425688
1403638539.57783 0.154450 0.049405 0.113755 0.827033 -0.011047 0.561722 0.019060 0.0008775389 0.0000172703 -0.0003417433 0.0000197611 -0.0000078603 0.0001536397 0.0011035808 -0.0000276980 -0.0000145095 0.0011077611 -0.0000133424 0.0010406492
1403638539.62783 0.169116 0.052386 0.133912 0.827600 -0.010462 0.560915 0.018541 0.0008771595 0.0000168987 -0.0003432058 0.0000205638 -0.0000084404 0.0001560482 0.0011012747 -0.0000330822 -0.0000130819 0.0011142899 -0.0000136915 0.0010388143
1403638539.67783 0.186758 0.054110 0.153447 0.827877 -0.011286 0.560550 0.016610 0.0008771628 0.0000165906 -0.0003448434 0.0000201446 -0.0000079224 0.0001550319 0.0010987348 -0.0000377567 -0.0000128166 0.0011191851 -0.0000125088 0.0010359280
1403638539.72783 0.200971 0.060755 0.166739 0.827789 -0.009534 0.560678 0.017760 0.0008768816 0.0000151359 -0.0003464815 0.0000199905 -0.0000071369 0.0001565895 0.0010981489 -0.0000421030 -0.0000123003 0.0011262914 -0.0000110021 0.0010334317
1403638539.77783 0.216665 0.063993 0.179700 0.828698 -0.008265 0.559339 0.018220 0.0008773250 0.0000186910 -0.0003470206 0.0000209467 -0.0000091567 0.0001579939 0.0010997927 -0.0000483209 -0.0000113772 0.0011357721 -0.0000114463 0.0010325931
1403638539.82783 0.228997 0.072627 0.189530 0.829126 -0.008471 0.558665 0.019284 0.0008678113 0.0000204038 -0.0003471019 0.0000202230 -0.0000098425 0.0001604078 0.0010939878 -0.0000446466 -0.0000147788 0.0011346936 -0.0000088074 0.0010295522
1403638539.87783 0.246431 0.076714 0.200796 0.830974 -0.007945 0.555924 0.019183 0.0008649743 0.0000214920 -0.0003504512 0.0000210038 -0.0000109598 0.0001647856 0.0010983454 -0.0000512402 -0.0000144535 0.0011471482 -0.0000097594 0.0010300109
1403638539.92783 0.265101 0.081283 0.212131 0.833154 -0.007151 0.552673 0.018873 0.0008600117 0.0000217661 -0.0003558533 0.0000217819 -0.0000118750 0.0001714280 0.0011043473 -0.0000575732 -0.0000145216 0.0011649066 -0.0000108089 0.0010312069
1403638539.97783 0.284612 0.083846 0.223206 0.835476 -0.005801 0.549220 0.017408 0.0008508552 0.0000203241 -0.0003610683 0.0000221205 -0.0000123829 0.0001785806 0.0011126352 -0.0000652744 -0.0000155174 0.0011832361 -0.0000131763 0.0010327664
1403638540.02783 0.314967 0.080063 0.238868 0.839440 -0.007285 0.543147 0.016691 0.0008421673 0.0000206980 -0.0003668441 0.0000216160 -0.0000126193 0.0001858484 0.0011146009 -0.0000643723 -0.0000185581 0.0012007347 -0.0000125384 0.0010351178
1403638540.07783 0.340242 0.085446 0.251091 0.842548 -0.005583 0.538326 0.016950 0.0008305126 0.0000191715 -0.0003757366 0.0000218891 -0.0000126920 0.0001973695 0.0011253069 -0.0000687516 -0.0000205599 0.0012347444 -0.0000137139 0.0010395981
1403638540.12783 0.365623 0.090685 0.262246 0.845492 -0.005393 0.533696 0.016838 0.0008220167 0.0000192576 -0.0003825503 0.0000225296 -0.0000136021 0.0002070589 0.0011425212 -0.0000769143 -0.0000224067 0.0012717382 -0.0000157269 0.0010457952
1403638540.17783 0.394431 0.093620 0.274789 0.846782 -0.005110 0.531640 0.017121 0.0008188755 0.0000207367 -0.0003848219 0.0000232678 -0.0000149719 0.0002109825 0.0011637129 -0.0000854392 -0.0000247634 0.0013119289 -0.0000173792 0.0010532800
1403638540.22783 0.440651 0.073675 0.285956 0.846965 -0.007709 0.531381 0.015016 0.0008213768 0.0000221512 -0.0003832671 0.0000197267 -0.0000132537 0.0002065688 0.0011309926 -0.0000623772 -0.0000089801 0.0013266043 -0.0000220382 0.0010526384
1403638540.27783 0.477119 0.077004 0.297652 0.844398 -0.007263 0.535454 0.015122 0.0008262064 0.0000158053 -0.0003797398 0.0000191117 -0.0000101366 0.0002019774 0.0011277892 -0.0000571451 0.0000027400 0.0013845456 -0.0000217610 0.0010531571
1403638540.32783 0.513503 0.080306 0.310159 0.841503 -0.006946 0.539992 0.015269 0.0008340564 0.0000163383 -0.0003732146 0.0000195470 -0.0000103360 0.0001947484 0.0011434962 -0.0000627313 0.0000081711 0.0014445847 -0.0000246212 0.0010603139
1403638540.37783 0.553195 0.073703 0.319907 0.839285 -0.006381 0.543462 0.014454 0.0008412570 0.0000178034 -0.0003670020 0.0000190173 -0.0000110276 0.0001853581 0.0011475213 -0.0000744039 0.0000147474 0.0014748375 -0.0000260741 0.0010615197
1403638540.42783 0.584741 0.065147 0.329048 0.837369 -0.005104 0.546476 0.012250 0.0008442202 0.0000159867 -0.0003644029 0.0000186325 -0.0000096173 0.0001813491 0.0011564998 -0.0000700355 0.0000193827 0.0015216334 -0.0000254326 0.0010681587
1403638540.47783 0.612279 0.065077 0.331239 0.836057 -0.002056 0.548551 0.009827 0.0008466806 0.0000134883 -0.0003625858 0.0000183133 -0.0000083663 0.0001782017 0.0011672127 -0.0000709447 0.0000244911 0.0015566772 -0.0000196939 0.0010693118
1403638540.52783 0.646091 0.054868 0.338258 0.835953 0.001400 0.548770 0.005637 0.0008485209 0.0000127986 -0.0003609935 0.0000181551 -0.0000077105 0.0001753243 0.0011812747 -0.0000711758 0.0000316188 0.0015876729 -0.0000203901 0.0010772797
1403638540.57783 0.654898 0.046714 0.339158 0.834201 0.006965 0.551416 0.000655 0.0008490128 0.0000099313 -0.0003607223 0.0000173799 -0.0000065360 0.0001738740 0.0011836432 -0.0000693422 0.0000362925 0.0016301998 -0.0000211907 0.0010848449
1403638540.62783 0.674763 0.059092 0.341085 -0.833229 -0.015127 -0.552710 0.003360 0.0008531963 0.0000081772 -0.0003571525 0.0000164596 -0.0000049655 0.0001681027 0.0011809044 -0.0000528820 0.0000349797 0.0016137801 -0.0000175770 0.0010860715
1403638540.67783 0.667963 0.079897 0.329033 -0.830625 -0.026920 -0.556148 0.006077 0.0008548270 0.0000143051 -0.0003553546 0.0000151030 -0.0000069246 0.0001645534 0.0011610965 -0.0000547683 0.0000221458 0.0016121205 -0.0000114116 0.0010752226
1403638540.72783 0.675904 0.084317 0.321115 -0.828062 -0.039090 -0.559186 0.009804 0.0008617324 0.0000247663 -0.0003480554 0.0000147636 -0.0000108684 0.0001564342 0.0011511848 -0.0000672045 0.0000141371 0.0015816695 -0.0000136025 0.0010735691
1403638540.77783 0.703324 0.090202 0.325181 -0.827336 -0.051301 -0.559180 0.014208 0.0008642681 0.0000309987 -0.0003451549 0.0000151072 -0.0000133044 0.0001536065 0.0011581579 -0.0000727217 0.0000171959 0.0015934640 -0.0000147714 0.0010782313
1403638540.82783 0.729272 0.090507 0.329460 -0.826041 -0.064441 -0.559597 0.018851 0.0008646151 0.0000388490 -0.0003440206 0.0000157688 -0.0000165931 0.0001525926 0.0011684827 -0.0000857543 0.0000206958 0.0016380702 -0.0000165255 0.0010833294
1403638540.87783 0.741561 0.104358 0.324422 -0.824511 -0.078834 -0.559803 0.024226 0.0008633360 0.0000429028 -0.0003447959 0.0000154725 -0.0000177420 0.0001526473 0.0011488848 -0.0000741548 0.0000099351 0.0016647297 -0.0000139872 0.0010792074
1403638540.92783 0.771068 0.119640 0.328687 -0.823053 -0.093185 -0.559487 0.029577 0.0008644111 0.0000502037 -0.0003428991 0.0000161326 -0.0000203830 0.0001506851 0.0011529131 -0.0000809659 0.0000088372 0.0016790721 -0.0000136716 0.0010811170
1403638540.97783 0.797357 0.128899 0.330072 -0.821716 -0.105134 -0.558857 0.037539 0.0008637382 0.0000514924 -0.0003436382 0.0000161436 -0.0000208343 0.0001511039 0.0011562011 -0.0000935223 0.0000059163 0.0017217371 -0.0000124467 0.0010822524
1403638541.02783 0.822592 0.136436 0.330481 -0.820144 -0.115247 -0.558637 0.044801 0.0008642011 0.0000515895 -0.0003433360 0.0000160855 -0.0000208566 0.0001507298 0.0011625825 -0.0001054385 0.0000051961 0.0017671760 -0.0000114998 0.0010853397
1403638541.07783 0.848817 0.150735 0.330675 -0.818438 -0.124215 -0.558645 0.051428 0.0008656018 0.0000500444 -0.0003422571 0.0000158702 -0.0000200315 0.0001494776 0.0011687232 -0.0001115719 0.0000057658 0.0018105762 -0.0000109532 0.0010899489
1403638541.12783 0.870400 0.161250 0.327771 -0.816728 -0.131292 -0.558969 0.057197 0.0008665290 0.0000496431 -0.0003413340 0.0000153024 -0.0000195919 0.0001481833 0.0011583460 -0.0001226787 -0.0000045776 0.0018486589 -0.0000117715 0.0010853710
