# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403637151.28832 0.000238 0.023469 0.065712 -0.813859 -0.010727 -0.580949 0.004123 0.0014829454 0.0000000654 -0.0000000296 0.0014829653 -0.0000000335 0.0014828954 0.0077822873 0.0000000212 0.0000017476 0.0077817341 -0.0000606652 0.0015424742
1403637151.33832 -0.002795 0.027072 0.080399 -0.816923 -0.010404 -0.576583 0.008925 0.0015549389 0.0000000682 -0.0000000363 0.0015549271 -0.0000000370 0.0015548548 0.0099662970 0.0000001227 0.0000121742 0.0099655817 -0.0000811604 0.0016335200
1403637151.38832 -0.005965 0.030686 0.098862 -0.819783 -0.008729 -0.572398 0.015468 0.0016319268 0.0000000557 -0.0000000331 0.0016318676 -0.0000000430 0.0016317897 0.0126809617 0.0000002544 0.0000262588 0.0126800796 -0.0001057559 0.0017338159
1403637151.43832 -0.008427 0.033954 0.121722 -0.822071 -0.007324 -0.568959 0.020775 0.0017138950 0.0000000236 -0.0000000111 0.0017137745 -0.0000000588 0.0017136872 0.0160219509 0.0000003740 0.0000409241 0.0160208883 -0.0001333037 0.0018438872
1403637151.48832 0.163246 -0.088190 0.151568 -0.835478 0.005951 -0.548641 0.030566 0.0017002932 -0.0002465944 -0.0002214410 0.0006117285 -0.0001000655 0.0004983342 0.0035918552 -0.0017530060 -0.0000954743 0.0027526674 0.0001267499 0.0019199080
1403637151.53832 0.176534 -0.087226 0.185752 -0.835583 0.014047 -0.548849 0.019173 0.0011637551 -0.0000648551 -0.0003280766 0.0003745093 0.0000268952 0.0004883520 0.0012870556 -0.0000464996 -0.0000688573 0.0014197730 0.0001273888 0.0020087554
1403637151.58832 0.196313 -0.103698 0.231435 -0.835277 0.012326 -0.549319 0.020233 0.0010620048 -0.0000593614 -0.0003534591 0.0002816850 0.0000464827 0.0004947403 0.0013066705 -0.0000128152 -0.0000150209 0.0012985297 -0.0000438801 0.0014316312
1403637151.63832 0.215570 -0.116956 0.259121 -0.834732 0.007276 -0.550386 0.015674 0.0010612390 -0.0000674915 -0.0003443002 0.0002842862 0.0000705519 0.0004766205 0.0013636300 0.0000038676 0.0000103347 0.0013294880 -0.0000677682 0.0014651207
1403637151.68832 0.231324 -0.123613 0.273311 -0.831288 0.003498 -0.555748 0.009603 0.0009569892 -0.0000690293 -0.0003371013 0.0002472589 0.0000920653 0.0004348742 0.0014030649 0.0000184063 0.0000309706 0.0012998166 -0.0000623136 0.0014527411
1403637151.73832 0.261644 -0.132934 0.292147 -0.832924 -0.002135 -0.553351 0.006058 0.0009742059 -0.0000625461 -0.0003350211 0.0002351098 0.0000759007 0.0003699611 0.0014125097 0.0000195741 0.0000825315 0.0013365531 -0.0000608002 0.0014654889
