# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413393889.70576 0.005248 -0.003478 0.008493 -0.825423 -0.008106 -0.564452 0.002133 0.0014690699 0.0000000253 0.0000000023 0.0014692379 0.0000000084 0.0014690678 0.0071355376 0.0000000209 -0.0000121399 0.0071355491 0.0000091674 0.0015248023
1413393889.75576 0.006713 -0.004831 0.016897 0.828600 0.010217 0.559742 0.002350 0.0015399455 0.0000000517 0.0000000088 0.0015402265 0.0000000350 0.0015399436 0.0091503067 0.0000000382 -0.0000184080 0.0091503253 0.0000147819 0.0016138760
1413393889.80576 0.009488 -0.005903 0.029884 0.830255 0.011891 0.557222 0.006248 0.0016157767 0.0000000926 0.0000000233 0.0016161986 0.0000000854 0.0016157805 0.0116719921 0.0000000651 -0.0000309526 0.0116720617 0.0000207839 0.0017120552
1413393889.85576 0.013715 -0.006398 0.047092 0.831826 0.015160 0.554704 0.011800 0.0016965545 0.0000001470 0.0000000494 0.0016971453 0.0000001668 0.0016965783 0.0147874538 0.0000000938 -0.0000527407 0.0147876683 0.0000256156 0.0018199402
1413393889.90576 0.035806 0.015239 0.071364 0.832134 0.019774 0.553817 0.021170 0.0015544884 0.0000116290 -0.0002968309 0.0008283579 0.0001755541 0.0004945095 0.0070280371 0.0018397655 -0.0007003396 0.0027250121 -0.0002411114 0.0017244308
1413393889.95576 0.043310 0.014591 0.099611 0.829499 0.023968 0.557339 0.027011 0.0015713358 0.0000830352 -0.0003043633 0.0005210886 0.0000282947 0.0003999907 0.0044976112 0.0010195982 -0.0004541941 0.0024166829 -0.0001623177 0.0017365066
1413393890.00576 0.045413 0.018673 0.132012 0.826234 0.025931 0.561842 0.031608 0.0015449634 0.0001896367 -0.0002726975 0.0004546939 0.0000229483 0.0003851954 0.0043488165 0.0012837137 -0.0004200408 0.0026748930 -0.0001853606 0.0018080310
1413393890.05576 0.052671 0.042336 0.160674 0.822569 0.019660 0.567094 0.037393 0.0012237826 0.0001487351 -0.0002232297 0.0001608405 -0.0000205079 0.0003408967 0.0016779676 0.0003949768 -0.0001714300 0.0021802408 -0.0000336614 0.0018612405
1413393890.10576 0.059195 0.037188 0.197071 0.819878 0.018626 0.571370 0.031450 0.0012311233 0.0001372605 -0.0002059300 0.0001737270 -0.0000201770 0.0003614362 0.0017449117 0.0004311084 -0.0001496905 0.0022539723 0.0000027600 0.0019493033
1413393890.15576 0.029439 -0.016987 0.231334 0.816315 0.018716 0.577217 0.009982 0.0009718208 0.0000617259 -0.0002534946 0.0000987185 0.0000032308 0.0002134065 0.0013445384 0.0000754584 -0.0001301599 0.0014867837 -0.0000322924 0.0019106875
1413393890.20576 0.048228 0.010809 0.255750 0.815019 0.012700 0.579235 0.008369 0.0009325498 0.0000107449 -0.0002874055 0.0000656883 -0.0000081239 0.0001456230 0.0012600218 0.0000071298 -0.0000463782 0.0013686425 -0.0000738992 0.0017526273
1413393890.25576 0.053333 0.023979 0.270902 0.812469 0.009190 0.582894 0.006644 0.0009220268 0.0000091809 -0.0002917677 0.0000563708 -0.0000043535 0.0001379852 0.0012477912 0.0000044348 -0.0000371068 0.0013331295 -0.0000570634 0.0016322266
1413393890.30576 0.087267 0.060033 0.303546 0.811762 0.007575 0.583880 0.008383 0.0009045065 0.0000104794 -0.0002973762 0.0000221072 -0.0000028757 0.0001149665 0.0011471960 0.0000185602 0.0000009661 0.0011197598 -0.0000131467 0.0011859139
1413393890.35576 0.098572 0.068523 0.319964 0.811445 0.005534 0.584376 0.005566 0.0009047682 0.0000138574 -0.0002968547 0.0000219527 -0.0000040387 0.0001144882 0.0011418087 0.0000142901 0.0000063722 0.0011174322 -0.0000131970 0.0011832664
1413393890.40576 0.108496 0.081569 0.324439 0.811164 0.003203 0.584803 0.002667 0.0009055718 0.0000076353 -0.0002962096 0.0000210129 -0.0000012591 0.0001137561 0.0011338926 0.0000167522 0.0000140935 0.0011157958 -0.0000134509 0.0011822069
