# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413393216.55576 -0.009360 -0.006442 0.001285 -0.801495 -0.008505 -0.597855 0.010097 0.0014692410 0.0000000004 0.0000000001 0.0014692444 0.0000000002 0.0014692410 0.0070972276 -0.0000000643 0.0000228275 0.0070972771 0.0000156859 0.0015249008
1413393216.60576 -0.011181 -0.007792 0.000795 -0.801674 -0.007228 -0.597629 0.010345 0.0015402403 0.0000000015 0.0000000000 0.0015402456 0.0000000001 0.0015402398 0.0090509949 -0.0000000942 0.0000317074 0.0090510645 0.0000220875 0.0016140112
1413393216.65576 -0.012751 -0.009055 0.001135 -0.800995 -0.006964 -0.598556 0.009453 0.0016162395 0.0000000027 -0.0000000002 0.0016162461 -0.0000000001 0.0016162382 0.0114671063 -0.0000001260 0.0000415437 0.0114671939 0.0000295488 0.0017122018
1413393216.70576 -0.014956 -0.010399 0.002348 -0.800301 -0.007371 -0.599515 0.006804 0.0016972396 0.0000000039 0.0000000002 0.0016972452 0.0000000000 0.0016972364 0.0144213628 -0.0000001720 0.0000558197 0.0144214896 0.0000387705 0.0018200785
1413393216.75576 0.013715 0.003496 0.001950 0.804511 0.008120 0.593881 0.000853 0.0013573846 0.0000908325 -0.0000775470 0.0001824278 0.0000582325 0.0003076851 0.0018799102 0.0002075689 -0.0002757378 0.0019704427 -0.0000864096 0.0018090658
1413393216.80576 0.015198 0.004366 0.004444 0.804097 0.008612 0.594423 0.003875 0.0014016474 0.0001137731 -0.0000732321 0.0001996503 0.0000611074 0.0003376871 0.0020730289 0.0002796940 -0.0003212906 0.0021832001 -0.0001130942 0.0019142690
1413393216.85576 0.016671 0.005662 0.008251 0.803463 0.008846 0.595256 0.006336 0.0014523734 0.0001270964 -0.0000514715 0.0002174544 0.0000674775 0.0003662066 0.0023021880 0.0003685976 -0.0003582768 0.0024892581 -0.0001364705 0.0020331572
1413393216.90576 0.009221 0.008594 0.007059 0.801203 0.010126 0.598230 0.009565 0.0014358689 0.0001497282 -0.0000715564 0.0002016986 0.0001051207 0.0003483956 0.0022710654 0.0007062284 -0.0004273426 0.0024800055 -0.0003413241 0.0019652615
1413393216.95576 0.005302 0.002793 0.014822 0.800706 0.011346 0.598855 0.010662 0.0013022716 0.0000944612 -0.0001836756 0.0001768176 0.0000554104 0.0002748725 0.0019146420 0.0003042685 -0.0003557054 0.0018957198 -0.0001483012 0.0019924632
1413393217.00576 0.004534 0.005012 0.021794 0.801107 0.011653 0.598268 0.012973 0.0013378175 0.0001002152 -0.0001760809 0.0001934851 0.0000619676 0.0002966255 0.0020807568 0.0003896422 -0.0003793244 0.0020914004 -0.0001661511 0.0021048619
1413393217.05576 0.003170 0.008233 0.030564 0.802571 0.011768 0.596274 0.014061 0.0013730447 0.0001079601 -0.0001731125 0.0002110866 0.0000679904 0.0003216792 0.0022852051 0.0004996772 -0.0004033000 0.0023325173 -0.0001880863 0.0022251520
