# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1413394886.90576 0.003351 -0.002150 0.000489 -0.802783 -0.012273 -0.595954 0.015079 0.0014692367 -0.0000000003 0.0000000000 0.0014692445 -0.0000000002 0.0014692367 0.0070940514 0.0000000069 -0.0000084935 0.0070940607 0.0000048329 0.0015247809
1413394886.95576 0.003789 -0.002388 -0.000886 -0.804714 -0.011771 -0.593330 0.016000 0.0015402321 -0.0000000005 0.0000000001 0.0015402458 -0.0000000006 0.0015402322 0.0090419373 0.0000000091 -0.0000110789 0.0090419475 0.0000062203 0.0016138319
1413394887.00576 0.003644 -0.002842 -0.001271 -0.804259 -0.011960 -0.593960 0.015376 0.0016162255 -0.0000000004 0.0000000001 0.0016162472 -0.0000000004 0.0016162256 0.0114516577 0.0000000114 -0.0000120445 0.0114516586 0.0000086254 0.0017119568
1413394887.05576 0.003430 -0.003660 -0.001628 -0.806437 -0.012159 -0.591030 0.013984 0.0016972138 0.0000000005 0.0000000002 0.0016972483 0.0000000006 0.0016972139 0.0143910043 0.0000000162 -0.0000126458 0.0143909896 0.0000130261 0.0018197356
1413394887.10576 -0.000033 -0.010848 0.000374 -0.807835 -0.012110 -0.589139 0.013094 0.0017109459 -0.0000006060 -0.0001054921 0.0010195427 -0.0000805075 0.0006085432 0.0057119621 -0.0003432007 -0.0006046968 0.0029974018 0.0000739224 0.0018879060
1413394887.15576 -0.006767 -0.001307 -0.005913 -0.808519 -0.010370 -0.588294 0.009987 0.0016180591 0.0000662250 -0.0001698434 0.0003125828 -0.0000605691 0.0004024193 0.0021247422 -0.0001531293 -0.0001225272 0.0024798792 0.0000768299 0.0017773086
1413394887.20576 -0.006288 -0.002791 -0.000860 -0.807992 -0.009328 -0.589066 0.007929 0.0016420885 0.0000980151 -0.0001855063 0.0003194514 -0.0000302884 0.0003586093 0.0020953209 0.0000786508 -0.0001259851 0.0023636820 0.0000085843 0.0018564286
1413394887.25576 -0.008689 -0.003913 0.004237 -0.808096 -0.009574 -0.588950 0.005287 0.0017142706 0.0001107753 -0.0001796998 0.0003526769 -0.0000340557 0.0003906284 0.0023627826 0.0000942354 -0.0001190529 0.0026858168 -0.0000060458 0.0019604473
1413394887.30576 -0.023100 -0.004377 0.009984 -0.805691 -0.012123 -0.592205 0.002829 0.0016626098 0.0001207055 -0.0002063432 0.0002957653 0.0000061391 0.0002874805 0.0021922850 0.0003336154 -0.0001713374 0.0024902615 -0.0000878563 0.0020043424
1413394887.35576 -0.024294 -0.003393 0.001559 0.804324 0.014574 0.594012 0.000513 0.0016321086 0.0001160140 -0.0002270312 0.0002886822 0.0000016082 0.0002900267 0.0024065818 0.0003622087 -0.0001627280 0.0027136321 -0.0001011419 0.0020631116
1413394887.40576 -0.023020 -0.004693 0.016800 0.807196 0.012921 0.590142 0.000962 0.0015862432 0.0001233810 -0.0002327686 0.0002464569 -0.0000076362 0.0002479112 0.0023962037 0.0004262832 -0.0002002976 0.0027762749 -0.0001111493 0.0021423570
1413394887.45576 -0.031982 -0.005093 0.039254 0.806161 0.010208 0.591603 0.002651 0.0011824088 -0.0000193074 -0.0002162343 0.0001707779 -0.0000085859 0.0001517185 0.0016878160 -0.0003443638 0.0001112848 0.0021793767 0.0001738863 0.0019893457
1413394887.50576 -0.024947 -0.000087 0.055573 0.810124 0.010241 0.586145 0.005358 0.0009145831 0.0000165196 -0.0002825944 0.0000169378 -0.0000040867 0.0001014495 0.0011285961 0.0000264369 -0.0000226057 0.0010774931 -0.0000063354 0.0010596245
1413394887.55576 -0.026834 0.000879 0.078561 0.811748 0.010009 0.583886 0.006552 0.0009035520 0.0000213237 -0.0002978389 0.0000171715 -0.0000060188 0.0001125334 0.0011217997 0.0000266180 -0.0000206367 0.0010754882 -0.0000059187 0.0010572932
1413394887.60576 -0.029139 0.003021 0.101526 0.813449 0.009868 0.581501 0.007701 0.0008997988 0.0000231339 -0.0003029274 0.0000173430 -0.0000067591 0.0001164496 0.0011147595 0.0000273188 -0.0000186460 0.0010752821 -0.0000057881 0.0010561663
1413394887.65576 -0.029687 0.002453 0.126564 0.816149 0.010514 0.577693 0.007883 0.0008927352 0.0000241405 -0.0003112711 0.0000169905 -0.0000075272 0.0001227857 0.0011054764 0.0000293289 -0.0000163568 0.0010696433 -0.0000043936 0.0010539646
1413394887.70576 -0.030743 -0.000361 0.148681 0.819368 0.010266 0.573127 0.007513 0.0008858776 0.0000220728 -0.0003195360 0.0000166448 -0.0000069822 0.0001297208 0.0010971358 0.0000310308 -0.0000138239 0.0010652330 -0.0000041151 0.0010520434
1413394887.75576 -0.033527 0.001065 0.169420 0.822782 0.009307 0.568236 0.007164 0.0008793097 0.0000198273 -0.0003273650 0.0000159820 -0.0000066562 0.0001362102 0.0010877988 0.0000304561 -0.0000099434 0.0010635240 -0.0000030305 0.0010499637
1413394887.80576 -0.034840 0.002577 0.189537 0.825795 0.009150 0.563851 0.007201 0.0008723977 0.0000190705 -0.0003351580 0.0000148014 -0.0000068150 0.0001426028 0.0010770807 0.0000308446 -0.0000058632 0.0010604684 -0.0000018733 0.0010460318
1413394887.85576 -0.034902 0.007644 0.206279 0.828293 0.010386 0.560129 0.008801 0.0008660758 0.0000239619 -0.0003416413 0.0000144281 -0.0000092032 0.0001485408 0.0010718346 0.0000310111 -0.0000022116 0.0010617414 -0.0000009684 0.0010443417
1413394887.90576 -0.032959 0.012800 0.221208 0.830788 0.009635 0.556440 0.008593 0.0008599033 0.0000221391 -0.0003481900 0.0000139594 -0.0000089395 0.0001548322 0.0010689795 0.0000319616 0.0000012166 0.0010632546 -0.0000001452 0.0010421546
1413394887.95576 -0.030440 0.019534 0.234547 0.831982 0.008980 0.554671 0.008045 0.0008576707 0.0000216836 -0.0003506995 0.0000135818 -0.0000085514 0.0001571710 0.0010660533 0.0000330975 0.0000044278 0.0010652825 0.0000002955 0.0010410950
1413394888.00576 -0.027331 0.019690 0.242447 0.831544 0.008927 0.555349 0.006586 0.0008573975 0.0000185974 -0.0003511523 0.0000132975 -0.0000073418 0.0001576541 0.0010646800 0.0000326950 0.0000065647 0.0010654260 0.0000000272 0.0010396039
1413394888.05576 -0.019191 0.026657 0.253413 0.829446 0.009493 0.558463 0.006984 0.0008633556 0.0000191564 -0.0003451196 0.0000127795 -0.0000074939 0.0001514072 0.0010630612 0.0000323390 0.0000087158 0.0010667649 0.0000006760 0.0010371385
1413394888.10576 -0.003508 0.030452 0.274187 0.826926 0.010186 0.562176 0.006871 0.0008683619 0.0000209335 -0.0003373386 0.0000115849 -0.0000081428 0.0001435650 0.0010522834 0.0000178299 0.0000053680 0.0010392856 0.0000004072 0.0010273379
1413394888.15576 0.008702 0.038978 0.288530 0.823597 0.010621 0.567040 0.006372 0.0008752052 0.0000208375 -0.0003299061 0.0000115994 -0.0000078456 0.0001368236 0.0010525948 0.0000176478 0.0000065462 0.0010401634 0.0000010010 0.0010276505
1413394888.20576 0.020821 0.047123 0.303247 0.821081 0.011317 0.570664 0.006426 0.0008808881 0.0000218399 -0.0003234326 0.0000116863 -0.0000080001 0.0001311827 0.0010534380 0.0000171808 0.0000078129 0.0010414439 0.0000013378 0.0010282029
1413394888.25576 0.034216 0.055876 0.318630 0.819510 0.011668 0.572914 0.005985 0.0008845589 0.0000214952 -0.0003192175 0.0000117117 -0.0000077291 0.0001276182 0.0010547063 0.0000166202 0.0000091950 0.0010434148 0.0000016823 0.0010287120
1413394888.30576 0.048526 0.066986 0.333602 0.819687 0.013287 0.572612 0.007239 0.0008838068 0.0000249660 -0.0003199210 0.0000119617 -0.0000090005 0.0001282846 0.0010565203 0.0000158277 0.0000108218 0.0010459410 0.0000022309 0.0010295202
1413394888.35576 0.064418 0.080615 0.350771 0.819915 0.013356 0.572293 0.006493 0.0008835871 0.0000235247 -0.0003202964 0.0000118008 -0.0000085081 0.0001285558 0.0010579662 0.0000135637 0.0000114003 0.0010469500 0.0000021719 0.0010289636
1413394888.40576 0.080029 0.092467 0.367549 0.821099 0.014034 0.570570 0.006981 0.0008807848 0.0000253880 -0.0003234916 0.0000119596 -0.0000092985 0.0001313584 0.0010613103 0.0000116288 0.0000128859 0.0010510177 0.0000024971 0.0010296469
1413394888.45576 0.095652 0.106700 0.383246 0.821813 0.014264 0.569540 0.006692 0.0008787936 0.0000250366 -0.0003258238 0.0000119830 -0.0000092168 0.0001333947 0.0010650111 0.0000092740 0.0000146605 0.0010537225 0.0000034845 0.0010303401
1413394888.50576 0.112434 0.121207 0.399918 0.823170 0.013223 0.567619 0.004913 0.0008762609 0.0000211206 -0.0003290259 0.0000118067 -0.0000078173 0.0001361984 0.0010699377 0.0000067878 0.0000162495 0.0010581208 0.0000041850 0.0010309581
1413394888.55576 0.129419 0.134952 0.414133 0.824212 0.011524 0.566159 0.002571 0.0008741631 0.0000159906 -0.0003317373 0.0000116395 -0.0000059091 0.0001386305 0.0010756842 0.0000037932 0.0000179323 0.0010643252 0.0000047216 0.0010318412
1413394888.60576 0.147419 0.148466 0.424197 0.825217 0.010399 0.564720 0.000258 0.0008721194 0.0000113803 -0.0003342738 0.0000115740 -0.0000041500 0.0001409564 0.0010820913 0.0000006152 0.0000199407 0.0010717542 0.0000053452 0.0010331380
1413394888.65576 0.166321 0.163067 0.429775 -0.825012 -0.009392 -0.565034 0.001835 0.0008727670 0.0000069603 -0.0003337716 0.0000115490 -0.0000024107 0.0001405148 0.0010888616 -0.0000032461 0.0000217845 0.0010799374 0.0000059172 0.0010342541
1413394888.70576 0.185339 0.177499 0.428542 -0.822441 -0.008855 -0.568774 0.002979 0.0008770382 0.0000047921 -0.0003284222 0.0000106700 -0.0000017668 0.0001353327 0.0010822138 -0.0000168375 0.0000120007 0.0010706412 0.0000018377 0.0010245946
