# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403715278.16214 0.014407 0.000583 0.011370 0.830021 -0.009207 0.557472 0.014325 0.0014970450 -0.0000000000 0.0000000000 0.0014970451 -0.0000000000 0.0014970451 0.0078816714 -0.0000000092 -0.0000365791 0.0078818837 -0.0000016088 0.0015595407
1403715278.21214 0.016408 0.000835 0.012903 0.829957 -0.009093 0.557569 0.014333 0.0015700463 -0.0000000000 0.0000000000 0.0015700465 0.0000000000 0.0015700464 0.0100303652 -0.0000000153 -0.0000481563 0.0100306423 -0.0000026717 0.0016522181
1403715278.26214 0.018036 0.001096 0.014425 0.829723 -0.008957 0.557906 0.014865 0.0016480477 -0.0000000000 0.0000000000 0.0016480478 -0.0000000000 0.0016480478 0.0126678545 -0.0000000221 -0.0000604384 0.0126681895 -0.0000040283 0.0017541922
1403715278.31214 0.019741 0.001363 0.016682 0.829462 -0.009691 0.558272 0.015204 0.0017310494 -0.0000000001 -0.0000000000 0.0017310495 0.0000000000 0.0017310494 0.0158768139 -0.0000000302 -0.0000750113 0.0158772156 -0.0000057090 0.0018660672
1403715278.36214 0.021594 0.001485 0.019598 0.828996 -0.010293 0.558927 0.016142 0.0018190504 -0.0000000003 0.0000000000 0.0018190505 -0.0000000000 0.0018190502 0.0197426973 -0.0000000359 -0.0000925226 0.0197431802 -0.0000069839 0.0019884719
1403715278.41214 0.024018 0.001690 0.022754 0.828783 -0.010463 0.559212 0.017065 0.0019120512 -0.0000000011 0.0000000004 0.0019120505 -0.0000000002 0.0019120499 0.0243551267 -0.0000000462 -0.0001158663 0.0243557302 -0.0000089243 0.0021220975
1403715278.46214 0.027653 0.002200 0.026047 0.827918 -0.011525 0.560479 0.016796 0.0020100517 -0.0000000022 0.0000000004 0.0020100503 -0.0000000002 0.0020100488 0.0298143954 -0.0000000726 -0.0001506726 0.0298152130 -0.0000131751 0.0022677036
1403715278.51214 -0.022566 -0.018743 0.026155 0.823841 -0.013397 0.566447 0.015662 0.0019530542 0.0000158168 -0.0003890239 0.0008314291 0.0002516000 0.0007129424 0.0051738069 0.0016625742 -0.0012522139 0.0032081887 -0.0007210270 0.0023201904
1403715278.56214 0.009647 -0.006731 0.020795 0.824701 -0.013478 0.565221 0.014574 0.0018237081 0.0001623742 -0.0001447348 0.0002500144 0.0000481423 0.0002211697 0.0015180874 0.0005736417 -0.0001245464 0.0031404851 -0.0003554975 0.0020367063
1403715278.61214 0.016019 -0.006029 0.027704 0.822004 -0.014634 0.569123 0.013923 0.0019082737 0.0001739791 -0.0001391921 0.0002789626 0.0000527551 0.0002296327 0.0016068586 0.0007230160 -0.0000998694 0.0035205622 -0.0004272802 0.0021264485
1403715278.66214 0.027256 0.001401 0.036976 0.821348 -0.014840 0.569989 0.016712 0.0014999072 0.0000037094 -0.0002835979 0.0001944809 0.0000125313 0.0001711155 0.0013893052 0.0002597878 -0.0000601195 0.0026533399 -0.0004675476 0.0021953872
1403715278.71214 0.037877 0.019932 0.043206 0.819889 -0.019030 0.571900 0.018720 0.0009842323 0.0000381743 -0.0003199280 0.0000650720 -0.0000012897 0.0001599724 0.0012195206 0.0000121951 -0.0000149622 0.0013806046 0.0001576738 0.0014790142
1403715278.76214 0.051251 0.019885 0.048727 0.814124 -0.018997 0.580260 0.011817 0.0008879609 0.0000047109 -0.0003148846 0.0000126463 -0.0000018616 0.0001243559 0.0010513774 -0.0000049718 -0.0000056270 0.0010321787 0.0000018085 0.0010378473
1403715278.81214 0.060416 0.022223 0.063867 0.812351 -0.019508 0.582742 0.010791 0.0008994967 -0.0000049123 -0.0003004750 0.0000127270 0.0000014780 0.0001129319 0.0010491534 -0.0000047686 -0.0000041439 0.0010330847 0.0000015592 0.0010376674
1403715278.86214 0.069909 0.024534 0.081282 0.810233 -0.020041 0.585689 0.009455 0.0009038315 -0.0000076870 -0.0002947916 0.0000128375 0.0000023590 0.0001086651 0.0010465063 -0.0000045740 -0.0000023581 0.0010337199 0.0000012475 0.0010372380
1403715278.91214 0.078967 0.026654 0.099280 0.809730 -0.020086 0.586387 0.009196 0.0009049162 -0.0000081492 -0.0002934477 0.0000129260 0.0000024923 0.0001076746 0.0010438195 -0.0000045885 -0.0000004013 0.0010344742 0.0000010326 0.0010366997
1403715278.96214 0.087414 0.028780 0.116526 0.809085 -0.019918 0.587277 0.009475 0.0009063043 -0.0000075401 -0.0002916970 0.0000129775 0.0000022941 0.0001063453 0.0010408590 -0.0000042606 0.0000017372 0.0010349227 0.0000006167 0.0010361940
1403715279.01214 0.095078 0.030389 0.129964 0.808834 -0.019330 0.587628 0.010366 0.0009069869 -0.0000055900 -0.0002909434 0.0000129930 0.0000016943 0.0001057667 0.0010377844 -0.0000036191 0.0000040745 0.0010354618 0.0000000191 0.0010356683
1403715279.06214 0.104025 0.032260 0.135951 0.808764 -0.019223 0.587724 0.010547 0.0009067122 -0.0000049019 -0.0002914834 0.0000127432 0.0000014062 0.0001060114 0.0010333970 -0.0000041409 0.0000074427 0.0010357963 -0.0000001790 0.0010334263
1403715279.11214 0.111602 0.032489 0.138071 0.808585 -0.019002 0.587973 0.010817 0.0009074341 -0.0000045540 -0.0002906402 0.0000124497 0.0000014289 0.0001051783 0.0010303368 -0.0000031055 0.0000102100 0.0010369428 -0.0000010986 0.0010325037
1403715279.16214 0.117477 0.033360 0.135947 0.808899 -0.018274 0.587552 0.011461 0.0009071556 -0.0000027566 -0.0002912056 0.0000125615 0.0000008449 0.0001056102 0.0010295861 -0.0000031244 0.0000120334 0.0010390307 -0.0000013573 0.0010327250
1403715279.21214 0.122597 0.033936 0.130199 0.809423 -0.017838 0.586831 0.012069 0.0009062074 -0.0000011564 -0.0002926752 0.0000126269 0.0000003640 0.0001066629 0.0010291400 -0.0000030373 0.0000140269 0.0010407587 -0.0000018004 0.0010327805
1403715279.26214 0.127844 0.033824 0.123293 0.809803 -0.017432 0.586317 0.012146 0.0009055230 -0.0000006563 -0.0002937813 0.0000126234 0.0000002909 0.0001074187 0.0010290789 -0.0000029951 0.0000161073 0.0010427293 -0.0000022520 0.0010327699
1403715279.31214 0.133163 0.034220 0.117148 0.810432 -0.017517 0.585450 0.011912 0.0009041729 -0.0000009319 -0.0002957215 0.0000120101 0.0000002628 0.0001087736 0.0010292261 -0.0000032379 0.0000177819 0.0010445481 -0.0000026908 0.0010315861
1403715279.36214 0.140957 0.035285 0.115931 0.811035 -0.018302 0.584600 0.011393 0.0009018995 -0.0000025704 -0.0002975565 0.0000107800 0.0000007683 0.0001099006 0.0010218511 -0.0000046788 0.0000102427 0.0010380503 -0.0000021291 0.0010206371
1403715279.41214 0.144848 0.035679 0.113767 0.811220 -0.018803 0.584347 0.010356 0.0009019044 -0.0000049133 -0.0002976198 0.0000108663 0.0000015482 0.0001099624 0.0010223794 -0.0000050720 0.0000108950 0.0010408154 -0.0000022873 0.0010212394
1403715279.46214 0.148195 0.035896 0.112485 0.812026 -0.018926 0.583230 0.009958 0.0009002963 -0.0000056151 -0.0002998066 0.0000109370 0.0000017990 0.0001116290 0.0010227635 -0.0000050845 0.0000114200 0.0010423186 -0.0000023372 0.0010215768
1403715279.51214 0.151306 0.035774 0.112848 0.812306 -0.019066 0.582843 0.009462 0.0008997763 -0.0000064798 -0.0003005727 0.0000110220 0.0000020941 0.0001122285 0.0010234613 -0.0000051740 0.0000122132 0.0010439790 -0.0000025088 0.0010221741
1403715279.56214 0.154632 0.035949 0.114732 0.812251 -0.018551 0.582926 0.010100 0.0008999932 -0.0000050547 -0.0003004122 0.0000110572 0.0000016108 0.0001121075 0.0010240515 -0.0000052129 0.0000127949 0.0010456487 -0.0000026548 0.0010224446
1403715279.61214 0.157221 0.035969 0.117330 0.812696 -0.018578 0.582301 0.010308 0.0008991241 -0.0000047032 -0.0003016530 0.0000111195 0.0000015037 0.0001130648 0.0010248149 -0.0000052855 0.0000134195 0.0010474043 -0.0000028037 0.0010227233
1403715279.66214 0.159174 0.035406 0.120703 0.812960 -0.018340 0.581941 0.010263 0.0008986762 -0.0000044816 -0.0003023369 0.0000111636 0.0000014227 0.0001135988 0.0010258326 -0.0000053586 0.0000142236 0.0010490450 -0.0000030446 0.0010231574
1403715279.71214 0.160673 0.036565 0.124106 0.812765 -0.018404 0.582206 0.010450 0.0008989629 -0.0000045816 -0.0003020408 0.0000111752 0.0000014667 0.0001133562 0.0010261437 -0.0000051796 0.0000141860 0.0010500426 -0.0000029717 0.0010226343
1403715279.76214 0.162785 0.036542 0.129640 0.812945 -0.018437 0.581957 0.010377 0.0008989092 -0.0000044837 -0.0003022129 0.0000111386 0.0000014154 0.0001134885 0.0010267248 -0.0000054661 0.0000143089 0.0010512296 -0.0000032102 0.0010224318
1403715279.81214 0.163905 0.035585 0.135444 0.813140 -0.018850 0.581676 0.010060 0.0008985016 -0.0000052619 -0.0003028415 0.0000112310 0.0000016821 0.0001139909 0.0010283661 -0.0000055023 0.0000153606 0.0010530525 -0.0000034783 0.0010230674
1403715279.86214 0.164042 0.035767 0.141234 0.813428 -0.018710 0.581276 0.010127 0.0008979169 -0.0000052887 -0.0003037079 0.0000112462 0.0000016963 0.0001146482 0.0010293626 -0.0000053297 0.0000157888 0.0010540771 -0.0000035951 0.0010230872
1403715279.91214 0.163853 0.035204 0.147786 0.813903 -0.018636 0.580610 0.010301 0.0008969654 -0.0000048472 -0.0003050041 0.0000111321 0.0000015435 0.0001156443 0.0010285236 -0.0000055910 0.0000147204 0.0010547578 -0.0000038119 0.0010219795
1403715279.96214 0.163599 0.041277 0.152627 0.815503 -0.018468 0.578347 0.011357 0.0008931755 -0.0000038351 -0.0003091330 0.0000105797 0.0000012104 0.0001188243 0.0010199901 -0.0000054933 0.0000078986 0.0010469803 -0.0000023654 0.0010160788
1403715280.01214 0.163388 0.040504 0.158910 0.818925 -0.018748 0.573484 0.011286 0.0008856977 -0.0000028596 -0.0003183601 0.0000106122 0.0000009042 0.0001263816 0.0010210705 -0.0000065723 0.0000083138 0.0010475629 -0.0000025097 0.0010164298
1403715280.06214 0.163765 0.039715 0.165091 0.823247 -0.018829 0.567259 0.011287 0.0008760091 -0.0000026461 -0.0003296431 0.0000106484 0.0000008708 0.0001361431 0.0010216782 -0.0000063815 0.0000087365 0.0010482428 -0.0000025852 0.0010167408
1403715280.11214 0.164570 0.038732 0.171394 0.827145 -0.017149 0.561551 0.014041 0.0008668931 0.0000035670 -0.0003396614 0.0000107007 -0.0000015558 0.0001453273 0.0010224612 -0.0000062914 0.0000092552 0.0010493280 -0.0000027244 0.0010171112
1403715280.16214 0.167588 0.037795 0.179414 0.829417 -0.015303 0.558179 0.016396 0.0008615919 0.0000092109 -0.0003451594 0.0000107926 -0.0000038737 0.0001506001 0.0010226448 -0.0000061228 0.0000092333 0.0010503403 -0.0000027387 0.0010170085
1403715280.21214 0.171025 0.036793 0.187589 0.830275 -0.012311 0.556841 0.020507 0.0008592474 0.0000185804 -0.0003472330 0.0000111201 -0.0000077437 0.0001526852 0.0010231395 -0.0000063163 0.0000094579 0.0010521275 -0.0000028818 0.0010171374
1403715280.26214 0.176148 0.036457 0.196704 0.829967 -0.009561 0.557200 0.024339 0.0008598125 0.0000271146 -0.0003461600 0.0000115939 -0.0000112013 0.0001517254 0.0010236989 -0.0000064705 0.0000096525 0.0010543326 -0.0000029907 0.0010172354
1403715280.31214 0.182951 0.036304 0.206616 0.829180 -0.007376 0.558272 0.027180 0.0008615210 0.0000337818 -0.0003438597 0.0000120289 -0.0000137868 0.0001495815 0.0010236006 -0.0000063693 0.0000091786 0.0010565581 -0.0000027197 0.0010167843
1403715280.36214 0.187600 0.037368 0.214766 0.827690 -0.005857 0.560370 0.029674 0.0008643728 0.0000390003 -0.0003403712 0.0000124845 -0.0000156967 0.0001463273 0.0010242145 -0.0000070672 0.0000093395 0.0010597030 -0.0000029297 0.0010169151
1403715280.41214 0.194161 0.039645 0.223174 0.826046 -0.005560 0.562637 0.032510 0.0008679870 0.0000435299 -0.0003359963 0.0000129314 -0.0000172049 0.0001423031 0.0010250444 -0.0000077170 0.0000095781 0.0010616115 -0.0000028962 0.0010170591
1403715280.46214 0.203699 0.041509 0.233103 0.825431 -0.008782 0.563499 0.032493 0.0008702775 0.0000402276 -0.0003339863 0.0000125732 -0.0000157828 0.0001403896 0.0010257363 -0.0000085832 0.0000095590 0.0010648723 -0.0000028899 0.0010170191
