# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638148.04510 0.029561 0.013327 -0.000526 0.822097 -0.015505 0.569008 0.012071 0.0015327248 -0.0000000291 -0.0000000059 0.0015329047 0.0000000423 0.0015327297 0.0088393125 -0.0000004065 -0.0000858078 0.0088401789 -0.0000356992 0.0016057339
1403638148.09510 0.036383 0.014179 0.005815 0.820000 -0.015809 0.572038 0.011074 0.0016081106 -0.0000000419 -0.0000000082 0.0016084006 0.0000000631 0.0016081178 0.0112505059 -0.0000005305 -0.0001219909 0.0112518970 -0.0000434248 0.0017034983
1403638148.14510 0.043718 0.014870 0.014068 0.818502 -0.014251 0.574210 0.011587 0.0016884709 -0.0000000553 -0.0000000103 0.0016888970 0.0000000840 0.0016884798 0.0142133646 -0.0000006645 -0.0001679940 0.0142154510 -0.0000515363 0.0018110251
1403638148.19510 0.051164 0.015423 0.025178 0.817432 -0.013119 0.575771 0.010948 0.0017738118 -0.0000000650 -0.0000000114 0.0017743956 0.0000001004 0.0017738215 0.0178246988 -0.0000007995 -0.0002236730 0.0178276269 -0.0000599399 0.0019288951
1403638148.24510 0.061052 0.010569 0.045033 0.817060 -0.012498 0.576343 0.009280 0.0017022866 0.0000811488 -0.0004672972 0.0018050093 0.0002445247 0.0005066654 0.0216347849 0.0030000468 -0.0002889594 0.0016673876 -0.0000655456 0.0019493203
1403638148.29510 0.067964 0.010461 0.063943 0.817198 -0.010910 0.576192 0.008498 0.0017924684 0.0000815964 -0.0004815695 0.0018998526 0.0002463760 0.0005612641 0.0268062884 0.0037562097 -0.0003682840 0.0017519061 -0.0000832764 0.0020749090
1403638148.34510 0.075149 0.010332 0.085405 0.816624 -0.009721 0.577044 0.007202 0.0018893906 0.0000814689 -0.0004937270 0.0019997119 0.0002480750 0.0006182731 0.0328792142 0.0046415250 -0.0004492353 0.0018580853 -0.0001009259 0.0022114980
1403638148.39510 0.082085 0.010176 0.105591 0.817136 -0.008218 0.576352 0.006337 0.0019873173 0.0000822984 -0.0005111377 0.0021045052 0.0002493169 0.0006835202 0.0399786898 0.0056728434 -0.0005385872 0.0019936109 -0.0001204782 0.0023598265
1403638148.44510 0.088802 0.009790 0.121310 0.818103 -0.006876 0.575001 0.005825 0.0020883380 0.0000838710 -0.0005310027 0.0022138809 0.0002513248 0.0007552833 0.0481683170 0.0068579924 -0.0006359385 0.0021670991 -0.0001418896 0.0025206161
1403638148.49510 0.105355 0.014249 0.132529 0.821062 -0.001670 0.570680 0.013335 0.0020622860 0.0000660084 -0.0007808416 0.0004717687 0.0001027238 0.0004429640 0.0071934601 0.0009742582 -0.0004643698 0.0013246583 -0.0001414188 0.0026823068
1403638148.54510 0.119888 0.017452 0.138750 0.823594 -0.000730 0.566998 0.014378 0.0021419538 0.0000944166 -0.0008261951 0.0004484317 0.0000481629 0.0004100821 0.0047691300 0.0006101997 -0.0006441307 0.0012740783 -0.0001881911 0.0027958957
1403638148.59510 0.128358 0.020030 0.135171 0.825831 0.000380 0.563739 0.014182 0.0022281632 0.0001012569 -0.0008860845 0.0005035578 0.0000539849 0.0004557258 0.0051904876 0.0006999386 -0.0007387529 0.0012982644 -0.0002261865 0.0029903710
1403638148.64510 0.150218 0.021944 0.144905 0.819516 -0.000428 0.572945 0.011250 0.0009219400 -0.0000222120 -0.0003532130 0.0001044422 -0.0000150186 0.0002087810 0.0053776440 0.0007367710 -0.0009369200 0.0012985584 -0.0002456053 0.0030049660
1403638148.69510 0.156578 0.024463 0.135023 0.820797 0.000367 0.571118 0.010748 0.0009440640 -0.0000321127 -0.0003344836 0.0001129673 -0.0000167356 0.0001980946 0.0059097574 0.0008559706 -0.0010151239 0.0013381321 -0.0002825988 0.0032017867
1403638148.74510 0.163084 0.027318 0.124775 0.821828 0.000972 0.569655 0.009568 0.0009468768 -0.0000367218 -0.0003367741 0.0001218331 -0.0000203495 0.0002076704 0.0064807570 0.0009791981 -0.0010942701 0.0013787187 -0.0003224019 0.0034181133
1403638148.79510 0.169916 0.030504 0.116241 0.822610 0.001522 0.568534 0.008899 0.0009504999 -0.0000407567 -0.0003383381 0.0001313291 -0.0000245054 0.0002170995 0.0071001968 0.0011146724 -0.0011711620 0.0014291126 -0.0003662193 0.0036501288
1403638148.84510 0.176647 0.034181 0.109981 0.822732 0.002057 0.568374 0.007723 0.0009558683 -0.0000456514 -0.0003380569 0.0001414613 -0.0000287594 0.0002254386 0.0077719030 0.0012623103 -0.0012442753 0.0014916176 -0.0004143470 0.0038989349
1403638148.89510 0.183573 0.037983 0.105687 0.822640 0.002861 0.568507 0.007382 0.0009620774 -0.0000491606 -0.0003371478 0.0001521522 -0.0000338955 0.0002336738 0.0085004318 0.0014220930 -0.0013121870 0.0015692073 -0.0004670159 0.0041652657
1403638148.94510 0.190877 0.042325 0.104012 0.821537 0.003186 0.570108 0.006567 0.0009707647 -0.0000538156 -0.0003335752 0.0001635878 -0.0000390442 0.0002399830 0.0092905295 0.0015936460 -0.0013731668 0.0016655889 -0.0005245847 0.0044499663
1403638148.99510 0.114019 0.017904 0.198886 0.823158 -0.001213 0.567790 0.004945 0.0009309578 -0.0000264171 -0.0003065268 0.0001202355 -0.0000382910 0.0001790001 0.0021003041 0.0000391241 -0.0004292515 0.0013218090 -0.0003297136 0.0026883889
1403638149.04510 0.122269 0.005632 0.279569 0.825045 0.001019 0.565064 0.001613 0.0009157743 0.0000017218 -0.0003173319 0.0000315471 -0.0000182761 0.0001736154 0.0015831679 -0.0000452113 -0.0000509608 0.0012491337 -0.0000362300 0.0014203002
1403638149.09510 0.131293 0.006391 0.294752 0.823366 0.001604 0.567506 0.001379 0.0009125579 -0.0000009294 -0.0003228169 0.0000328337 -0.0000187269 0.0001832611 0.0015970092 -0.0000860450 -0.0000495809 0.0013017298 -0.0000320219 0.0014225554
1403638149.14510 0.134761 0.007873 0.313124 0.821156 0.001472 0.570698 0.002179 0.0009136798 -0.0000000925 -0.0003213544 0.0000302774 -0.0000116396 0.0001554055 0.0015147433 -0.0000447572 -0.0000287190 0.0012695817 -0.0000409375 0.0014164295
1403638149.19510 0.144331 0.009611 0.330284 0.820342 0.001267 0.571870 0.001758 0.0009193459 0.0000000443 -0.0003165819 0.0000317674 -0.0000127779 0.0001537875 0.0015214761 -0.0000717046 -0.0000234953 0.0013058699 -0.0000403551 0.0014172685
1403638149.24510 0.150665 0.013903 0.346400 0.819446 0.001265 0.573153 0.001456 0.0009223152 -0.0000011392 -0.0003149468 0.0000314510 -0.0000119675 0.0001507759 0.0015112856 -0.0000877387 -0.0000147596 0.0013365026 -0.0000412794 0.0014135463
1403638149.29510 0.159999 0.016100 0.361628 -0.819110 0.000083 -0.573637 0.000067 0.0009253824 -0.0000040048 -0.0003133492 0.0000329145 -0.0000120424 0.0001518174 0.0015219244 -0.0001204347 -0.0000068194 0.0013857634 -0.0000414141 0.0014133543
1403638149.34510 0.166349 0.016803 0.374230 -0.818898 0.000025 -0.573937 0.001482 0.0009286536 -0.0000064538 -0.0003111181 0.0000340692 -0.0000124121 0.0001522544 0.0015346280 -0.0001579790 0.0000028605 0.0014447866 -0.0000428658 0.0014094091
1403638149.39510 0.168161 0.028295 0.386120 -0.817840 -0.001480 -0.575444 0.000351 0.0009224014 -0.0000013646 -0.0003159724 0.0000279784 -0.0000032416 0.0001376729 0.0014577146 -0.0000682944 -0.0000018551 0.0013249302 -0.0000259780 0.0013966621
1403638149.44510 0.170559 0.035286 0.411098 0.818729 0.002239 0.574176 0.000661 0.0009105201 0.0000002797 -0.0003144720 0.0000209063 -0.0000026556 0.0001305195 0.0014189482 -0.0000325356 0.0000041230 0.0012675193 -0.0000304348 0.0013420279
