# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403636897.05167 0.009625 -0.002285 -0.000085 -0.792110 -0.049496 -0.605019 0.063753 0.0014556440 0.0000000001 -0.0000000000 0.0014556443 -0.0000000001 0.0014556440 0.0067494517 0.0000000227 -0.0000221829 0.0067495403 0.0000053795 0.0015080954
1403636897.10167 0.010079 -0.002698 -0.000180 -0.791909 -0.050992 -0.605085 0.064438 0.0015256451 0.0000000003 -0.0000000002 0.0015256452 -0.0000000003 0.0015256448 0.0086216563 0.0000000279 -0.0000267062 0.0086217512 0.0000073939 0.0015954026
1403636897.15167 0.009788 -0.003051 -0.000509 -0.791683 -0.052999 -0.605120 0.065270 0.0016006455 0.0000000009 -0.0000000012 0.0016006444 -0.0000000006 0.0016006444 0.0109355941 0.0000000301 -0.0000291732 0.0109356804 0.0000096132 0.0016916627
1403636897.20167 0.009168 -0.003647 -0.001401 -0.792031 -0.053804 -0.604485 0.066258 0.0016806462 0.0000000018 -0.0000000029 0.0016806418 -0.0000000011 0.0016806423 0.0137593701 0.0000000326 -0.0000301179 0.0137594412 0.0000132126 0.0017974546
1403636897.25167 -0.002296 -0.001861 -0.000107 -0.791346 -0.054056 -0.605369 0.066169 0.0016806194 -0.0000707010 -0.0003350119 0.0006543068 0.0000076545 0.0003168446 0.0053939610 0.0012145038 0.0001977950 0.0016498734 0.0000506113 0.0011989170
1403636897.30167 -0.005594 -0.003881 -0.000488 -0.791641 -0.052882 -0.605166 0.065441 0.0017700341 -0.0000743677 -0.0003403589 0.0007076686 0.0000051640 0.0003594210 0.0064638240 0.0015020330 0.0002769983 0.0017307399 0.0000731960 0.0012253619
1403636897.35167 -0.009932 -0.006991 -0.000420 -0.792468 -0.051099 -0.604403 0.063885 0.0018609544 -0.0000782558 -0.0003528298 0.0007652151 0.0000040427 0.0004093610 0.0077339597 0.0018364073 0.0003618510 0.0018180705 0.0000962264 0.0012501080
1403636897.40167 -0.015495 -0.011456 -0.000540 -0.794630 -0.049758 -0.602012 0.060564 0.0019538671 -0.0000785967 -0.0003724048 0.0008264341 0.0000031381 0.0004667044 0.0092364113 0.0022219650 0.0004667467 0.0019201536 0.0001248581 0.0012779080
1403636897.45167 0.041482 0.000991 0.003835 -0.802117 -0.048165 -0.592367 0.058216 0.0020449766 -0.0000703235 -0.0004116920 0.0003632199 -0.0000908587 0.0004372052 0.0024630004 0.0004113095 -0.0001637675 0.0014477639 -0.0000371262 0.0012360326
1403636897.50167 0.041266 -0.003579 0.003953 -0.804749 -0.047140 -0.589258 0.054144 0.0021290419 -0.0000723249 -0.0004660292 0.0004132342 -0.0000978721 0.0005068307 0.0026586933 0.0004032412 -0.0001469964 0.0013918263 -0.0000371463 0.0012269418
